0.03,1087,518
0.07,1087,517
0.10,1087,518
0.13,1087,518
0.17,1087,518
0.20,1087,518
0.23,1087,518
0.27,1086,518
0.30,1086,518
0.33,1087,518
0.37,1087,518
0.40,1086,518
0.43,1087,519
0.47,1087,519
0.50,1086,519
0.53,1086,519
0.57,1086,520
0.60,1086,520
0.63,1086,520
0.67,1086,520
0.70,1086,520
0.73,1087,520
0.77,1087,522
0.80,1087,522
0.83,1087,521
0.87,1087,522
0.90,1088,522
0.93,1087,523
0.97,1088,523
1.00,1087,523
1.03,1088,523
1.07,1088,523
1.10,1088,524
1.13,1087,524
1.17,1089,525
1.20,1089,526
1.23,1089,526
1.27,1088,526
1.30,1089,526
1.33,1089,527
1.37,1088,527
1.40,1089,527
1.43,1090,528
1.47,1090,528
1.50,1090,528
1.53,1089,529
1.57,1089,529
1.60,1089,530
1.63,1090,530
1.67,1091,531
1.70,1091,531
1.73,1090,532
1.77,1091,532
1.80,1091,533
1.83,1091,533
1.87,1091,534
1.90,1091,534
1.93,1092,535
1.97,1092,535
2.00,1093,537
2.03,1093,537
2.07,1093,537
2.10,1094,538
2.13,1093,538
2.17,1094,539
2.20,1094,539
2.23,1094,540
2.27,1094,540
2.30,1094,541
2.33,1095,541
2.37,1095,542
2.40,1095,543
2.43,1095,543
2.47,1096,544
2.50,1096,544
2.53,1095,546
2.57,1096,546
2.60,1097,547
2.63,1097,547
2.67,1097,548
2.70,1097,549
2.73,1098,549
2.77,1098,550
2.80,1098,550
2.83,1098,551
2.87,1099,552
2.90,1099,552
2.93,1099,553
2.97,1100,554
3.00,1099,554
3.03,1100,556
3.07,1100,556
3.10,1101,557
3.13,1101,558
3.17,1101,558
3.20,1102,559
3.23,1103,560
3.27,1103,560
3.30,1101,561
3.33,1103,562
3.37,1102,563
3.40,1103,563
3.43,1104,564
3.47,1105,565
3.50,1104,565
3.53,1105,566
3.57,1105,567
3.60,1105,567
3.63,1105,568
3.67,1106,570
3.70,1106,571
3.73,1106,571
3.77,1107,572
3.80,1107,573
3.83,1107,574
3.87,1108,574
3.90,1108,575
3.93,1107,576
3.97,1109,577
4.00,1109,577
4.03,1109,578
4.07,1110,579
4.10,1111,580
4.13,1111,580
4.17,1111,581
4.20,1112,582
4.23,1111,583
4.27,1112,583
4.30,1113,584
4.33,1112,585
4.37,1114,586
4.40,1114,586
4.43,1113,588
4.47,1114,588
4.50,1114,590
4.53,1114,591
4.57,1115,591
4.60,1116,592
4.63,1115,593
4.67,1116,594
4.70,1116,595
4.73,1116,595
4.77,1117,596
4.80,1118,597
4.83,1118,598
4.87,1118,599
4.90,1118,599
4.93,1119,600
4.97,1120,601
5.00,1120,602
5.03,1120,603
5.07,1121,603
5.10,1120,604
5.13,1122,605
5.17,1122,606
5.20,1121,606
5.23,1122,607
5.27,1122,608
5.30,1122,609
5.33,1123,610
5.37,1123,610
5.40,1124,611
5.43,1125,612
5.47,1124,613
5.50,1125,614
5.53,1126,614
5.57,1126,615
5.60,1126,616
5.63,1127,618
5.67,1126,619
5.70,1126,619
5.73,1128,620
5.77,1127,620
5.80,1128,622
5.83,1129,621
5.87,1128,622
5.90,1129,623
5.93,1129,624
5.97,1129,624
6.00,1129,626
6.03,1131,627
6.07,1130,627
6.10,1130,627
6.13,1132,628
6.17,1131,630
6.20,1132,630
6.23,1133,630
6.27,1132,631
6.30,1133,632
6.33,1134,634
6.37,1133,634
6.40,1134,635
6.43,1134,635
6.47,1135,636
6.50,1135,636
6.53,1134,637
6.57,1135,638
6.60,1135,638
6.63,1136,639
6.67,1136,640
6.70,1136,641
6.73,1136,641
6.77,1137,642
6.80,1137,643
6.83,1137,643
6.87,1137,644
6.90,1138,645
6.93,1138,645
6.97,1138,646
7.00,1139,647
7.03,1139,647
7.07,1139,648
7.10,1138,648
7.13,1140,649
7.17,1140,650
7.20,1140,650
7.23,1141,651
7.27,1141,652
7.30,1141,652
7.33,1141,653
7.37,1142,653
7.40,1142,654
7.43,1142,655
7.47,1142,655
7.50,1143,656
7.53,1143,656
7.57,1144,657
7.60,1143,657
7.63,1144,657
7.67,1144,658
7.70,1144,658
7.73,1144,659
7.77,1144,659
7.80,1145,660
7.83,1145,660
7.87,1145,661
7.90,1145,661
7.93,1146,662
7.97,1146,662
8.00,1146,663
8.03,1146,663
8.07,1146,663
8.10,1146,664
8.13,1147,664
8.17,1148,665
8.20,1147,665
8.23,1147,666
8.27,1148,666
8.30,1149,667
8.33,1148,667
8.37,1148,667
8.40,1148,668
8.43,1148,668
8.47,1149,668
8.50,1149,669
8.53,1149,668
8.57,1149,669
8.60,1149,669
8.63,1149,669
8.67,1150,670
8.70,1150,670
8.73,1150,670
8.77,1150,671
8.80,1150,671
8.83,1150,671
8.87,1150,671
8.90,1150,672
8.93,1151,672
8.97,1151,672
9.00,1150,673
9.03,1151,673
9.07,1151,672
9.10,1151,672
9.13,1151,672
9.17,1151,674
9.20,1151,673
9.23,1151,673
9.27,1152,673
9.30,1152,673
9.33,1151,674
9.37,1151,674
9.40,1151,674
9.43,1151,674
9.47,1151,674
9.50,1151,674
9.53,1152,675
9.57,1151,674
9.60,1151,674
9.63,1152,674
9.67,1152,674
9.70,1152,674
9.73,1152,674
9.77,1151,674
9.80,1151,674
9.83,1151,674
9.87,1151,674
9.90,1152,674
9.93,1151,674
9.97,1151,674
10.00,1152,674
10.03,1153,675
10.07,1151,674
10.10,1152,673
10.13,1152,673
10.17,1152,673
10.20,1152,673
10.23,1151,673
10.27,1151,672
10.30,1151,672
10.33,1151,673
10.37,1151,673
10.40,1152,672
10.43,1151,673
10.47,1151,673
10.50,1151,672
10.53,1150,672
10.57,1150,671
10.60,1150,671
10.63,1149,671
10.67,1150,671
10.70,1149,671
10.73,1148,671
10.77,1148,670
10.80,1147,669
10.83,1147,670
10.87,1147,669
10.90,1146,669
10.93,1146,668
10.97,1145,668
11.00,1145,668
11.03,1145,668
11.07,1145,667
11.10,1145,667
11.13,1144,667
11.17,1143,666
11.20,1142,666
11.23,1142,666
11.27,1142,665
11.30,1140,665
11.33,1141,665
11.37,1140,664
11.40,1138,663
11.43,1138,663
11.47,1138,663
11.50,1137,662
11.53,1136,662
11.57,1135,661
11.60,1134,660
11.63,1134,660
11.67,1133,659
11.70,1132,659
11.73,1132,658
11.77,1131,658
11.80,1131,657
11.83,1129,657
11.87,1128,657
11.90,1128,656
11.93,1127,656
11.97,1127,655
12.00,1126,654
12.03,1126,654
12.07,1124,654
12.10,1124,652
12.13,1121,652
12.17,1121,651
12.20,1120,651
12.23,1120,650
12.27,1118,650
12.30,1118,649
12.33,1117,649
12.37,1115,648
12.40,1114,647
12.43,1114,646
12.47,1113,645
12.50,1112,645
12.53,1110,644
12.57,1109,643
12.60,1108,643
12.63,1107,642
12.67,1106,642
12.70,1105,641
12.73,1100,638
12.77,1103,639
12.80,1102,639
12.83,1099,637
12.87,1099,637
12.90,1098,636
12.93,1096,636
12.97,1097,635
13.00,1095,634
13.03,1094,634
13.07,1093,633
13.10,1092,632
13.13,1090,631
13.17,1088,630
13.20,1087,629
13.23,1086,628
13.27,1085,628
13.30,1083,627
13.33,1082,626
13.37,1081,626
13.40,1079,625
13.43,1078,623
13.47,1076,622
13.50,1075,623
13.53,1074,622
13.57,1073,620
13.60,1071,619
13.63,1070,619
13.67,1069,618
13.70,1067,617
13.73,1066,616
13.77,1065,616
13.80,1063,615
13.83,1062,614
13.87,1060,612
13.90,1060,612
13.93,1058,612
13.97,1057,610
14.00,1055,609
14.03,1054,609
14.07,1053,607
14.10,1051,607
14.13,1050,606
14.17,1049,605
14.20,1046,604
14.23,1046,603
14.27,1044,603
14.30,1043,602
14.33,1041,601
14.37,1040,600
14.40,1037,599
14.43,1037,598
14.47,1035,598
14.50,1034,596
14.53,1032,595
14.57,1031,594
14.60,1029,593
14.63,1028,593
14.67,1026,592
14.70,1025,591
14.73,1024,590
14.77,1022,589
14.80,1021,588
14.83,1019,588
14.87,1019,587
14.90,1016,586
14.93,1015,584
14.97,1013,583
15.00,1012,582
15.03,1010,582
15.07,1009,582
15.10,1007,580
15.13,1006,580
15.17,1005,578
15.20,1003,577
15.23,1002,577
15.27,1000,576
15.30,999,575
15.33,997,574
15.37,996,573
15.40,995,572
